asteroid_Id,close approach date,is potentially hazardous asteroid
54205437,2021-10-03,False
54205441,2021-10-03,False
54207047,2021-10-03,False
2494710,2021-10-04,True
2519354,2021-10-04,False
3070801,2021-10-04,False
3608823,2021-10-04,False
54131529,2021-10-04,False
54194969,2021-10-04,False
54200306,2021-10-04,False
54201810,2021-10-04,False
54202330,2021-10-04,False
54207056,2021-10-04,False
54207058,2021-10-04,False
2408982,2021-10-05,False
3136727,2021-10-05,False
3154520,2021-10-05,False
3256323,2021-10-05,False
3429684,2021-10-05,False
3430490,2021-10-05,False
3648538,2021-10-05,False
3840693,2021-10-05,False
3842680,2021-10-05,False
3893382,2021-10-05,False
3991547,2021-10-05,False
54054609,2021-10-05,False
54143417,2021-10-05,False
54189957,2021-10-05,False
54193837,2021-10-05,False
54196755,2021-10-05,False
54200005,2021-10-05,False
54201811,2021-10-05,False
54202997,2021-10-05,False
54202342,2021-10-05,False
54202998,2021-10-05,False
54203701,2021-10-05,False
54203700,2021-10-05,False
54203710,2021-10-05,False
54203711,2021-10-05,False
54205440,2021-10-05,False
54206547,2021-10-05,False
54208621,2021-10-05,False
54208628,2021-10-05,False
54215198,2021-10-05,True
2085770,2021-10-10,False
2230111,2021-10-10,True
2474585,2021-10-10,False
3368864,2021-10-10,True
3612845,2021-10-10,False
3781579,2021-10-10,False
3805271,2021-10-10,False
3839564,2021-10-10,False
54194324,2021-10-10,False
54195891,2021-10-10,False
54202343,2021-10-10,False
54202991,2021-10-10,False
54203031,2021-10-10,False
54203035,2021-10-10,False
54203038,2021-10-10,False
54206539,2021-10-10,False
54208044,2021-10-10,False
54214054,2021-10-10,False
3565392,2021-10-11,False
3685816,2021-10-11,False
3752011,2021-10-11,False
3837986,2021-10-11,False
3856729,2021-10-11,False
3869320,2021-10-11,False
3879168,2021-10-11,False
54191343,2021-10-11,False
54196396,2021-10-11,False
54201460,2021-10-11,False
54203014,2021-10-11,False
54205438,2021-10-11,False
54207053,2021-10-11,False
54208040,2021-10-11,False
54208619,2021-10-11,False
54208627,2021-10-11,False
54209218,2021-10-11,False
54209294,2021-10-11,False
54209483,2021-10-11,False
54210566,2021-10-11,False
54212933,2021-10-11,False
54214058,2021-10-11,False
3177232,2021-10-12,False
3471974,2021-10-12,False
3635072,2021-10-12,False
3742056,2021-10-12,False
3748335,2021-10-12,False
3843777,2021-10-12,False
54055074,2021-10-12,False
54055076,2021-10-12,False
54075978,2021-10-12,False
54175297,2021-10-12,False
54184711,2021-10-12,False
54200006,2021-10-12,False
54202341,2021-10-12,False
54207046,2021-10-12,False
54208043,2021-10-12,False
54208626,2021-10-12,False
54209216,2021-10-12,False
54209492,2021-10-12,False
54211501,2021-10-12,False
54212683,2021-10-12,True
54213628,2021-10-12,False
2286079,2021-10-09,False
2302156,2021-10-09,False
2471108,2021-10-09,False
3388395,2021-10-09,False
3760954,2021-10-09,False
3781723,2021-10-09,False
54106629,2021-10-09,False
54178156,2021-10-09,False
54184280,2021-10-09,False
54192181,2021-10-09,False
54197592,2021-10-09,False
54201459,2021-10-09,False
54203011,2021-10-09,False
54202996,2021-10-09,False
54206542,2021-10-09,False
54208041,2021-10-09,False
54208042,2021-10-09,False
54209296,2021-10-09,False
54214056,2021-10-09,False
54216374,2021-10-09,True
3092390,2021-10-13,False
3428531,2021-10-13,False
3673167,2021-10-13,False
3836100,2021-10-13,False
3873141,2021-10-13,False
3879314,2021-10-13,False
54076013,2021-10-13,False
54110078,2021-10-13,False
54200444,2021-10-13,False
54201815,2021-10-13,False
54203028,2021-10-13,False
54208049,2021-10-13,False
54209220,2021-10-13,False
54209307,2021-10-13,False
54210567,2021-10-13,False
54211170,2021-10-13,False
54212701,2021-10-13,False
54213620,2021-10-13,False
54216178,2021-10-13,False
54216188,2021-10-13,False
54219299,2021-10-13,False
54231712,2021-10-13,False
54231711,2021-10-13,False
2086450,2021-10-14,False
2417655,2021-10-14,False
2513171,2021-10-14,True
3673168,2021-10-14,True
3729845,2021-10-14,False
3760883,2021-10-14,False
3879167,2021-10-14,False
54144105,2021-10-14,False
54200298,2021-10-14,False
54202331,2021-10-14,False
54203702,2021-10-14,False
54204652,2021-10-14,False
54204655,2021-10-14,False
54205435,2021-10-14,False
54206541,2021-10-14,False
54206545,2021-10-14,False
54207054,2021-10-14,False
54209306,2021-10-14,False
54209305,2021-10-14,False
54210569,2021-10-14,False
54215213,2021-10-14,False
54215654,2021-10-14,False
2260141,2021-10-15,True
3471660,2021-10-15,False
3731587,2021-10-15,False
3739011,2021-10-15,True
3782066,2021-10-15,False
3789101,2021-10-15,False
3791345,2021-10-15,False
3843783,2021-10-15,False
3989235,2021-10-15,False
3991654,2021-10-15,False
54139093,2021-10-15,False
54143220,2021-10-15,False
54145782,2021-10-15,False
54191780,2021-10-15,False
54192201,2021-10-15,False
54200472,2021-10-15,False
54200473,2021-10-15,False
54201455,2021-10-15,False
54207051,2021-10-15,False
54208038,2021-10-15,False
54208046,2021-10-15,False
54209217,2021-10-15,False
54209312,2021-10-15,False
54210292,2021-10-15,False
54214717,2021-10-15,False
54216181,2021-10-15,False
3014117,2021-10-16,True
3725757,2021-10-16,False
3788124,2021-10-16,False
3989654,2021-10-16,False
54200449,2021-10-16,False
54209219,2021-10-16,False
54209302,2021-10-16,False
54209311,2021-10-16,False
54209484,2021-10-16,False
54210568,2021-10-16,False
54210931,2021-10-16,False
54211504,2021-10-16,False
54212930,2021-10-16,False
54213613,2021-10-16,False
54213622,2021-10-16,False
54214057,2021-10-16,False
54216382,2021-10-16,False
54225014,2021-10-16,False
3092154,2021-10-20,False
3076774,2021-10-20,False
3440319,2021-10-20,False
3472193,2021-10-20,False
3733262,2021-10-20,False
3760882,2021-10-20,False
3789459,2021-10-20,False
3884023,2021-10-20,False
54087653,2021-10-20,False
54106530,2021-10-20,False
54154694,2021-10-20,False
54179304,2021-10-20,True
54192173,2021-10-20,False
54208048,2021-10-20,False
54212258,2021-10-20,False
54213611,2021-10-20,False
54213623,2021-10-20,False
54214046,2021-10-20,False
54215637,2021-10-20,False
54051068,2021-10-21,False
54137454,2021-10-21,False
54138709,2021-10-21,False
54144934,2021-10-21,False
54195868,2021-10-21,False
54200446,2021-10-21,False
54201814,2021-10-21,False
54202990,2021-10-21,False
54203019,2021-10-21,False
54203705,2021-10-21,False
54203712,2021-10-21,False
54209215,2021-10-21,False
54210565,2021-10-21,False
54211781,2021-10-21,False
54212444,2021-10-21,False
54212948,2021-10-21,False
54212949,2021-10-21,False
54216379,2021-10-21,False
54216384,2021-10-21,False
3553061,2021-10-22,False
3653322,2021-10-22,False
3693058,2021-10-22,False
3759721,2021-10-22,False
3761747,2021-10-22,False
3789621,2021-10-22,False
3831876,2021-10-22,False
3836095,2021-10-22,False
3840765,2021-10-22,False
3869345,2021-10-22,False
54055066,2021-10-22,False
54102026,2021-10-22,False
54104267,2021-10-22,False
54144921,2021-10-22,False
54197673,2021-10-22,False
54200300,2021-10-22,True
54201462,2021-10-22,False
54210930,2021-10-22,False
54213618,2021-10-22,True
54213608,2021-10-22,False
54217193,2021-10-22,False
54220002,2021-10-22,False
54222427,2021-10-22,False
54226401,2021-10-22,False
2442742,2021-10-23,False
3150196,2021-10-23,False
3152314,2021-10-23,True
3328632,2021-10-23,False
3757572,2021-10-23,True
3836414,2021-10-23,False
3840745,2021-10-23,True
3883104,2021-10-23,False
54017045,2021-10-23,False
54167166,2021-10-23,True
54202333,2021-10-23,False
54203009,2021-10-23,False
54206537,2021-10-23,False
54209314,2021-10-23,False
54212437,2021-10-23,False
54212442,2021-10-23,False
54212938,2021-10-23,False
54212945,2021-10-23,False
54213276,2021-10-23,False
54215193,2021-10-23,False
54215641,2021-10-23,False
54216184,2021-10-23,False
54216318,2021-10-23,False
54217980,2021-10-23,False
2052750,2021-10-17,False
2453707,2021-10-17,True
2469219,2021-10-17,False
3020897,2021-10-17,False
3067588,2021-10-17,False
3277640,2021-10-17,False
3373975,2021-10-17,False
3611400,2021-10-17,False
3838102,2021-10-17,False
54201816,2021-10-17,False
54201823,2021-10-17,False
54206536,2021-10-17,False
54207050,2021-10-17,False
54207057,2021-10-17,False
54208622,2021-10-17,False
54209221,2021-10-17,False
54209482,2021-10-17,False
54212698,2021-10-17,False
54212937,2021-10-17,False
54213625,2021-10-17,False
3735678,2021-10-18,False
3760083,2021-10-18,False
3826811,2021-10-18,False
3829424,2021-10-18,False
54016676,2021-10-18,False
54135437,2021-10-18,False
54158257,2021-10-18,False
54192188,2021-10-18,False
54205447,2021-10-18,False
54207048,2021-10-18,False
54209223,2021-10-18,False
54209303,2021-10-18,False
54209308,2021-10-18,False
54209313,2021-10-18,False
54209490,2021-10-18,False
54209493,2021-10-18,False
54212925,2021-10-18,False
54212940,2021-10-18,False
54213631,2021-10-18,False
54214063,2021-10-18,False
2416195,2021-10-19,True
3170208,2021-10-19,False
3256321,2021-10-19,False
3430408,2021-10-19,False
3467395,2021-10-19,False
3582523,2021-10-19,False
3638502,2021-10-19,False
3702321,2021-10-19,False
3739077,2021-10-19,False
3781916,2021-10-19,False
3781991,2021-10-19,False
3788903,2021-10-19,True
3799787,2021-10-19,True
3827312,2021-10-19,False
3879235,2021-10-19,False
54065916,2021-10-19,False
54137799,2021-10-19,False
54203021,2021-10-19,False
54203015,2021-10-19,False
54203034,2021-10-19,False
54209310,2021-10-19,False
54209496,2021-10-19,False
54212697,2021-10-19,False
54212924,2021-10-19,False
54213277,2021-10-19,False
54213632,2021-10-19,False
54213637,2021-10-19,False
54214065,2021-10-19,False
54215642,2021-10-19,False
54215217,2021-10-19,False
3263535,2021-10-24,False
3549696,2021-10-24,False
3648846,2021-10-24,False
3769393,2021-10-24,False
3774053,2021-10-24,False
3836927,2021-10-24,False
54197590,2021-10-24,False
54199065,2021-10-24,False
54212438,2021-10-24,False
54212692,2021-10-24,False
54212929,2021-10-24,False
54212935,2021-10-24,False
54215651,2021-10-24,False
2267337,2021-10-31,True
2462959,2021-10-31,True
3363879,2021-10-31,False
3582232,2021-10-31,False
3600238,2021-10-31,False
3774723,2021-10-31,False
3836169,2021-10-31,False
54191332,2021-10-31,False
54196413,2021-10-31,False
54209495,2021-10-31,False
54212589,2021-10-31,False
54212694,2021-10-31,False
54212926,2021-10-31,False
54212943,2021-10-31,False
54212942,2021-10-31,False
54212947,2021-10-31,False
54213282,2021-10-31,False
54213610,2021-10-31,False
54214064,2021-10-31,False
54214728,2021-10-31,False
54215194,2021-10-31,False
54215192,2021-10-31,False
54215208,2021-10-31,False
54216183,2021-10-31,False
54216381,2021-10-31,False
54217949,2021-10-31,False
54217961,2021-10-31,False
54219293,2021-10-31,False
54220007,2021-10-31,True
54221660,2021-10-31,False
2418198,2021-10-30,False
3599863,2021-10-30,False
3672464,2021-10-30,False
3736807,2021-10-30,False
3764887,2021-10-30,False
3774436,2021-10-30,False
3781986,2021-10-30,False
54137136,2021-10-30,False
54184277,2021-10-30,False
54210564,2021-10-30,False
54210293,2021-10-30,True
54212441,2021-10-30,False
54212690,2021-10-30,False
54212927,2021-10-30,False
54213604,2021-10-30,False
54214060,2021-10-30,False
54214721,2021-10-30,False
54215210,2021-10-30,False
54216272,2021-10-30,False
54216340,2021-10-30,False
54216370,2021-10-30,False
54219298,2021-10-30,False
54219304,2021-10-30,False
2297300,2021-10-28,True
3150194,2021-10-28,False
3478009,2021-10-28,False
3674962,2021-10-28,False
3733147,2021-10-28,False
3762440,2021-10-28,False
54158069,2021-10-28,False
54200447,2021-10-28,False
54200452,2021-10-28,False
54203030,2021-10-28,False
54212590,2021-10-28,False
54212591,2021-10-28,False
54212688,2021-10-28,False
54212691,2021-10-28,False
54213280,2021-10-28,False
54213636,2021-10-28,False
54216317,2021-10-28,False
54217979,2021-10-28,False
54219280,2021-10-28,False
54224992,2021-10-28,False
2485823,2021-10-29,False
3163746,2021-10-29,False
3297391,2021-10-29,False
3445629,2021-10-29,False
3610765,2021-10-29,True
3693520,2021-10-29,False
3761649,2021-10-29,False
3773747,2021-10-29,False
3819574,2021-10-29,False
3843858,2021-10-29,True
54160164,2021-10-29,False
54188103,2021-10-29,False
54191849,2021-10-29,False
54212934,2021-10-29,False
54212946,2021-10-29,False
54213275,2021-10-29,False
54213621,2021-10-29,False
54214049,2021-10-29,False
54214051,2021-10-29,False
54216337,2021-10-29,False
2086878,2021-10-25,False
2162567,2021-10-25,True
3120896,2021-10-25,False
3550089,2021-10-25,False
3557530,2021-10-25,False
3781988,2021-10-25,False
3802441,2021-10-25,False
54017167,2021-10-25,False
54135424,2021-10-25,False
54137451,2021-10-25,False
54152388,2021-10-25,False
54203023,2021-10-25,False
54209486,2021-10-25,True
54209488,2021-10-25,False
54212443,2021-10-25,False
54212682,2021-10-25,False
54212689,2021-10-25,False
54212696,2021-10-25,False
54212700,2021-10-25,False
54212699,2021-10-25,False
54212936,2021-10-25,False
2524522,2021-10-26,True
3536625,2021-10-26,False
3752409,2021-10-26,False
3785790,2021-10-26,False
3843371,2021-10-26,True
3879728,2021-10-26,False
54051185,2021-10-26,False
54073338,2021-10-26,False
54075297,2021-10-26,False
54102019,2021-10-26,False
54137512,2021-10-26,False
54146678,2021-10-26,False
54194346,2021-10-26,False
54211169,2021-10-26,False
54212932,2021-10-26,False
54212931,2021-10-26,False
54217194,2021-10-26,False
2010165,2021-10-27,False
2087024,2021-10-27,False
3471585,2021-10-27,False
3609841,2021-10-27,False
3623999,2021-10-27,False
3744560,2021-10-27,False
3827321,2021-10-27,False
3872623,2021-10-27,False
54079787,2021-10-27,False
54158067,2021-10-27,False
54200439,2021-10-27,False
54200466,2021-10-27,False
54203703,2021-10-27,False
54209494,2021-10-27,False
54212439,2021-10-27,False
54212440,2021-10-27,False
54212584,2021-10-27,False
54212587,2021-10-27,False
54212695,2021-10-27,False
54213624,2021-10-27,False
54213627,2021-10-27,False
54214061,2021-10-27,False
54214722,2021-10-27,False
54215209,2021-10-27,False
54218578,2021-10-27,False
54225733,2021-10-27,False
